Category,Address,Date,Sold_Area_m2,Total_Area_m2,Land_m2,Interior_Area_m2,Price_EUR,Total_EUR_m2,Land_EUR_m2,Land_EUR_ha,Type,Finishing,Dom_Parts,region_with_riga,region_riga_separate,municipality,Year,Quarter,Month
Earth,"Twenty-ninth Street 33, Šķēde, Medzes parish, South Kurzeme county.",2025-10-30,634,634,634,,"3,000",5,4.73,-,For private homes,,1/1,Unknown,Unknown,Unknown,2025,4,10
Earth,"Neretas parish, Aizkraukles district",2025-10-29,"1,982","1,982","1,982",,"1,300",1,0.66,-,"For nature, recreation",,1/1,Zemgale,Zemgale,Aizkraukle,2025,4,10
Earth,"Tumes parish, Tukums district",2025-10-29,640,640,640,,"13,000",20,20.31,-,For private homes,,1/1,Pierīga,Pierīga,Tukums,2025,4,10
Earth,"Sunset Boulevard 47, Riga",2025-10-29,37,"11,556",37,,"2,500",68,67.81,-,For traffic infrastructure,,75/23507,Rīga,Rīga,Riga,2025,4,10
Earth,"Rozītes No. 74, Baldones parish, Ķekavas district",2025-10-29,680,680,680,,"1,700",3,2.5,-,For private homes,,1/1,Pierīga,Pierīga,Ķekava,2025,4,10
Earth,Riga,2025-10-28,18,410,18,,"1,000",56,56.18,-,For apartment buildings,,745/17164,Rīga,Rīga,Riga,2025,4,10
Earth,"Lubanas Street 16, Riga",2025-10-28,7,161,7,,"1,000",143,143.06,-,For apartment buildings,,745/17164,Rīga,Rīga,Riga,2025,4,10
Earth,"Juglasciems Boulevard 14, Riga",2025-10-28,855,855,855,,"30,000",35,35.09,-,For private homes,,1/1,Rīga,Rīga,Riga,2025,4,10
Earth,"Bruknas Street 12, Riga",2025-10-28,55,"1,965",55,,"5,500",99,99.37,-,For apartment buildings,,2/71,Rīga,Rīga,Riga,2025,4,10
Earth,"Carnikava parish, Adazi district",2025-10-28,3 186,3 186,3 186,,"3,000",1,0.94,-,For private homes,,1/1,Pierīga,Pierīga,Carnikava,2025,4,10
Earth,"12A Zaļā Street, Brocēni, Saldus district.",2025-10-28,"2,551","2,551","2,551",,"18,300",7,7.17,-,For private homes,,1/1,Kurzeme,Kurzeme,Saldus,2025,4,10
Earth,Riga,2025-10-27,33,"1,604",33,,"1,800",54,54.09,-,For apartment buildings,,679/32723,Rīga,Rīga,Riga,2025,4,10
Earth,"2nd line 2B, Jelgava",2025-10-27,"1,560","1,560","1,560",,"32,000",21,20.51,-,For private homes,,1/1,Zemgale,Zemgale,Jelgava,2025,4,10
Earth,"Galēnu parish, Preiļi district",2025-10-27,"31,000","31,000","31,000",,"9,000",0,0.29,"2,903",Forest,,1/1,Latgale,Latgale,Preiļi,2025,4,10
Earth,"Pečorites Street 10, Riga",2025-10-27,961,961,961,,"33,600",35,34.96,-,For private homes,,1/1,Rīga,Rīga,Riga,2025,4,10
Earth,"Mukupurva Street 9B, Riga",2025-10-27,1 223,1 223,1 223,,"40,000",33,32.71,-,For production,,1/1,Rīga,Rīga,Riga,2025,4,10
Earth,"Pikukalna Street 2, Riga",2025-10-27,"1,313","1,313","1,313",,"70,002",53,53.31,-,For private homes,,1/1,Rīga,Rīga,Riga,2025,4,10
Earth,"Sargu Street 22A, Jelgava",2025-10-27,454,454,454,,"4,358",10,9.6,-,For private homes,,1/1,Zemgale,Zemgale,Jelgava,2025,4,10
Earth,"Juglasciems Boulevard 12, Riga",2025-10-27,893,893,893,,"44,650",50,50.0,-,For private homes,,1/1,Rīga,Rīga,Riga,2025,4,10
Earth,"Augusta Deglava Street 7, Riga",2025-10-27,27,"1,713",27,,"40,000","1,468",1468.43,-,For apartment buildings,,349/21944,Rīga,Rīga,Riga,2025,4,10
Earth,"Latgales Street 8B, Ventspils",2025-10-27,"1,421","1,421","1,421",,"9,500",7,6.69,-,For private homes,,1/1,Kurzeme,Kurzeme,Ventspils,2025,4,10
Earth,"Latgales Street 8C, Ventspils",2025-10-27,1 270,1 270,1 270,,"9,500",7,7.48,-,For private homes,,1/1,Kurzeme,Kurzeme,Ventspils,2025,4,10
Earth,Daugavpils,2025-10-24,"1,721","1,721","1,721",,"11,000",6,6.39,-,For private homes,,1/1,Latgale,Latgale,Daugavpils,2025,4,10
Earth,"Jana Dalina Street 4, Riga",2025-10-24,30,4 231,30,,"1,000",34,33.76,-,For apartment buildings,,7/1000,Rīga,Rīga,Riga,2025,4,10
Earth,"Ulbrokas Street 12 k-3, Riga",2025-10-24,33,4 264,33,,"5,000",153,153.23,-,For apartment buildings,,598/78149,Rīga,Rīga,Riga,2025,4,10
Earth,"Lendži parish, Rezekne county",2025-10-24,"1,987","1,987","1,987",,1 100,1,0.55,-,For agriculture,,1/1,Latgale,Latgale,Rezekne,2025,4,10
Earth,"Sidraburgas Street 16, Riga",2025-10-23,"1,371","1,371","1,371",,"25,000",18,18.23,-,For apartment buildings,,1/1,Rīga,Rīga,Riga,2025,4,10
Earth,"Austrumu Street 1, Pāvilosta, South Kurzeme County.",2025-10-23,"4,800","4,800","4,800",,"90,000",19,18.75,-,For public facilities,,1/1,Kurzeme,Kurzeme,Pāvilosta,2025,4,10
Earth,"Salaspils Street 12 k-3, Riga",2025-10-23,63,4 217,63,,"1,000",16,15.92,-,For apartment buildings,,624/41879,Rīga,Rīga,Riga,2025,4,10
Earth,"Olaines parish, Olaines district",2025-10-23,580,580,580,,"2,000",3,3.45,-,For private homes,,1/1,Pierīga,Pierīga,Olaine,2025,4,10
Earth,Riga,2025-10-23,5,"5,568",5,,"1,000",188,188.32,-,Other,,484/507555,Rīga,Rīga,Riga,2025,4,10
Earth,"Ciruli Street 82, Jurmala",2025-10-23,801,"1,826",801,,"36,500",46,45.57,-,For private homes,,2193/5000,Pierīga,Pierīga,Jurmala,2025,4,10
Earth,"Anniņmuižas Boulevard 38, Riga",2025-10-23,21,"22,536",21,,3 180,148,147.98,-,For apartment buildings,,484/507555,Rīga,Rīga,Riga,2025,4,10
Earth,"Emmas Street 14, Riga",2025-10-22,43,2 201,43,,"3,500",82,82.26,-,For apartment buildings,,239/12364,Rīga,Rīga,Riga,2025,4,10
Earth,Riga,2025-10-22,26,"2,945",26,,"1,000",39,38.76,-,For apartment buildings,,117/13357,Rīga,Rīga,Riga,2025,4,10
Earth,"Bikernieku Street 179 k-25, Riga",2025-10-22,620,620,620,,"8,000",13,12.9,-,For private homes,,1/1,Rīga,Rīga,Riga,2025,4,10
Earth,"Ezerlīču Street 4D, Liepaja",2025-10-21,684,684,684,,"37,700",55,55.12,-,For private homes,,1/1,Kurzeme,Kurzeme,Liepaja,2025,4,10
Earth,"Jurmalas gatve 109, Riga",2025-10-21,138,"3,382",138,,"48,326",349,349.0,-,For apartment buildings,,1167/28502,Rīga,Rīga,Riga,2025,4,10
Earth,"Ozolaines parish, Rezekne county",2025-10-20,"32,600","32,600","32,600",,5 220,0,0.16,"1,601",Other,,1/1,Pierīga,Pierīga,Olaine,2025,4,10
Earth,"Anniņmuižas Boulevard 38, Riga",2025-10-20,48,"22,541",48,,"17,149",355,354.9,-,For apartment buildings,,1088/507555,Rīga,Rīga,Riga,2025,4,10
Earth,Riga,2025-10-20,12,5 570,12,,"17,149","1,436",1436.26,-,Other,,1088/507555,Rīga,Rīga,Riga,2025,4,10
Earth,"Zeltiņu Street 45, Mārupe, Mārupe county.",2025-10-20,"1,226","1,226","1,226",,"40,000",33,32.63,-,For private homes,,1/1,Pierīga,Pierīga,Mārupe,2025,4,10
Earth,"Brivibas Street 244, Jekabpils, Jekabpils district.",2025-10-20,"1,490","1,490","1,490",,"5,000",3,3.36,-,For private homes,,1/1,Zemgale,Zemgale,Jekabpils,2025,4,10
Earth,"Lendži parish, Rezekne county",2025-10-20,"3,569","3,569","3,569",,2 200,1,0.62,-,For agriculture,,1/1,Latgale,Latgale,Rezekne,2025,4,10
Earth,"Upmalīši, Grobiņa parish, South Kurzeme county",2025-10-17,"7,600","7,600","7,600",,"20,000",3,2.63,-,For private homes,,1/1,Kurzeme,Kurzeme,Grobiņa,2025,4,10
Earth,"Zirnu Street 4, Riga",2025-10-17,51,5 136,51,,"6,000",117,116.82,-,For apartment buildings,,1/100,Rīga,Rīga,Riga,2025,4,10
Earth,"Ābele O 103, Dāvi, Olaines parish, Olaines county",2025-10-17,667,667,667,,"7,000",10,10.49,-,For private homes,,1/1,Pierīga,Pierīga,Olaine,2025,4,10
Earth,"Garkalnes parish, Ropaži district",2025-10-17,439,"2,635",439,,"1,000",2,2.28,-,For traffic infrastructure,,1/6,Pierīga,Pierīga,Garkalne,2025,4,10
Earth,"Ezerpļava, Pavasari, Salas parish, Mārupe county",2025-10-17,"2,000","2,000","2,000",,"20,000",10,10.0,-,For private homes,,1/1,Pierīga,Pierīga,Mārupe,2025,4,10
Earth,"12 Kiegelu Street, Jekabpils, Jekabpils district.",2025-10-16,"14,916","14,916","14,916",,"35,000",2,2.35,"23,465",For agriculture,,1/1,Zemgale,Zemgale,Jekabpils,2025,4,10
Earth,"Krasta Street 95, Riga",2025-10-16,95,"64,239",95,,"1,500",16,15.72,-,For traffic infrastructure,,349/235029,Rīga,Rīga,Riga,2025,4,10
Earth,"Kaleju Street 76, Riga",2025-10-16,10,398,10,,"3,500",365,364.96,-,For apartment buildings,,717/29746,Rīga,Rīga,Riga,2025,4,10
Earth,"Kaleju Street 74, Riga",2025-10-16,7,297,7,,"2,500",349,349.16,-,For apartment buildings,,717/29746,Rīga,Rīga,Riga,2025,4,10
Earth,"Rumbulas Street 26, Riga",2025-10-16,39,"17,306",39,,"1,000",26,25.73,-,For traffic infrastructure,,179/79697,Rīga,Rīga,Riga,2025,4,10
Earth,"Medņu Street 14, Sunīši, Garkalnes parish, Ropaži county",2025-10-16,"1,308","2,093","1,308",,"17,700",14,13.53,-,For private homes,,5/8,Pierīga,Pierīga,Garkalne,2025,4,10
Earth,"Inčukalns parish, Sigulda county",2025-10-15,400,400,400,,"50,000",125,125.0,-,Other,,1/1,Pierīga,Pierīga,Sigulda,2025,4,10
Earth,"Mežciema Street 23 k-1, Riga",2025-10-15,47,"3,690",47,,"85,000","1,811",1810.82,-,For apartment buildings,,185/14544,Rīga,Rīga,Riga,2025,4,10
Earth,"Durbes Street 5B, Ventspils",2025-10-15,"7,948","7,948","7,948",,"7,500",1,0.94,-,For production,,1/1,Kurzeme,Kurzeme,Ventspils,2025,4,10
Earth,"3 Ziemelu Street, Riga",2025-10-15,27,1 120,27,,"8,000",298,297.95,-,For apartment buildings,,790/32951,Rīga,Rīga,Riga,2025,4,10
Earth,"3A Ziemeļu Street, Riga",2025-10-15,29,"1,196",29,,"2,000",70,69.76,-,For apartment buildings,,790/32951,Rīga,Rīga,Riga,2025,4,10
Earth,"Mežgarciema Street 43, Garciems, Carnikavas parish, Ādaži county.",2025-10-15,"1,634","1,634","1,634",,"39,000",24,23.87,-,For private homes,,1/1,Pierīga,Pierīga,Carnikava,2025,4,10
Earth,"Vārpu Street 53, Mārupe, Mārupe district.",2025-10-15,3 109,3 109,3 109,,"135,000",43,43.42,-,For private homes,,1/1,Pierīga,Pierīga,Mārupe,2025,4,10
Earth,"Krasta Street 95, Riga",2025-10-15,46,"64,232",46,,"3,000",66,65.73,-,For traffic infrastructure,,167/235029,Rīga,Rīga,Riga,2025,4,10
Earth,"Čaulu Street 5, Katlakalns, Ķekavas parish, Ķekavas district",2025-10-15,"1,515","1,515","1,515",,"42,000",28,27.72,-,For private homes,,1/1,Pierīga,Pierīga,Ķekava,2025,4,10
Earth,"Strautu Street 2, Valka, Valkas district.",2025-10-15,"3,479","6,958","3,479",,"11,800",3,3.39,-,For commercial properties,,1/2,Vidzeme,Vidzeme,Valka,2025,4,10
Earth,"Zirnu Street 8, Riga",2025-10-15,38,"2,702",38,,"5,000",132,132.17,-,For apartment buildings,,7/500,Rīga,Rīga,Riga,2025,4,10
Earth,"Upītes Street 9, Bikernieki, Saulkrasti parish, Saulkrasti district.",2025-10-15,840,840,840,,"9,440",11,11.24,-,For private homes,,1/1,Pierīga,Pierīga,Saulkrasti,2025,4,10
Earth,Riga,2025-10-14,16,2 121,16,,"3,000",184,183.6,-,For apartment buildings,,6242/810057,Rīga,Rīga,Riga,2025,4,10
Earth,"Riekstu Street 11, Ventspils",2025-10-14,"1,998","1,998","1,998",,"21,000",11,10.51,-,For private homes,,1/1,Kurzeme,Kurzeme,Ventspils,2025,4,10
Earth,"Stiebru Street 8, Baloži, Kekava district.",2025-10-14,"1,512","1,512","1,512",,"70,000",46,46.3,-,For private homes,,1/1,Pierīga,Pierīga,Kekava,2025,4,10
Earth,"Anniņmuižas Boulevard 38, Riga",2025-10-14,27,"22,540",27,,"7,470",273,272.63,-,For apartment buildings,,617/507555,Rīga,Rīga,Riga,2025,4,10
Earth,"429 Brivibas Street, Riga",2025-10-14,92,"18,850",92,,"14,500",158,157.69,-,For traffic infrastructure,,1/205,Rīga,Rīga,Riga,2025,4,10
Earth,"Anniņmuižas Boulevard 38, Riga",2025-10-14,25,"22,543",25,,"2,000",79,78.59,-,For apartment buildings,,191/169185,Rīga,Rīga,Riga,2025,4,10
Earth,"Anniņmuižas Boulevard 38, Riga",2025-10-14,31,"22,540",31,,"6,500",211,210.9,-,For apartment buildings,,694/507555,Rīga,Rīga,Riga,2025,4,10
Earth,"15 Siena Road, Jelgava",2025-10-14,"2,978","2,978","2,978",,"29,000",10,9.74,-,For private homes,,1/1,Zemgale,Zemgale,Jelgava,2025,4,10
Earth,"Miķelīši, Mārupe, Mārupe county.",2025-10-13,"100,000",156 100,"100,000",,"367,650",4,3.68,"36,765",For agriculture,,1000/1561,Pierīga,Pierīga,Mārupe,2025,4,10
Earth,"Ausma 121, Dzērumi, Kekavas parish, Kekavas district",2025-10-13,590,590,590,,"4,500",8,7.63,-,For private homes,,1/1,Pierīga,Pierīga,Kekava,2025,4,10
Earth,"Julia Mazzalis Street 2, Salaspils, Salaspils district.",2025-10-13,295,"2,579",295,,"30,000",102,101.77,-,For private homes,,1861/16282,Pierīga,Pierīga,Salaspils,2025,4,10
Earth,"Pērsiesa Street 8, Ieriķi, Drabešu parish, Cēsis county",2025-10-13,"3,785","3,785","3,785",,"12,000",3,3.17,-,For private homes,,1/1,Vidzeme,Vidzeme,Cēsis,2025,4,10
Earth,"Jurkalnes Street 13, Liepaja",2025-10-10,1 106,1 106,1 106,,"10,000",9,9.04,-,For private homes,,1/1,Kurzeme,Kurzeme,Liepaja,2025,4,10
Earth,"Purenu Street 6, Riga",2025-10-10,"3,512","3,512","3,512",,"70,000",20,19.93,-,For public facilities,,1/1,Rīga,Rīga,Riga,2025,4,10
Earth,"Engure parish, Tukums district",2025-10-10,2 168,2 168,2 168,,"23,000",11,10.61,-,For apartment buildings,,1/1,Pierīga,Pierīga,Tukums,2025,4,10
Earth,"Engure parish, Tukums district",2025-10-10,"2,873","2,873","2,873",,"23,000",8,8.01,-,For apartment buildings,,1/1,Pierīga,Pierīga,Tukums,2025,4,10
Earth,"Engure parish, Tukums district",2025-10-10,"2,025","2,025","2,025",,"22,000",11,10.86,-,For apartment buildings,,1/1,Pierīga,Pierīga,Tukums,2025,4,10
Earth,"Gravas Street 21, Riga",2025-10-10,"2,000","2,000","2,000",,"4,789",2,2.39,-,For private homes,,1/1,Rīga,Rīga,Riga,2025,4,10
Earth,"Gravas Street 23, Riga",2025-10-10,"2,000","2,000","2,000",,"4,789",2,2.39,-,For private homes,,1/1,Rīga,Rīga,Riga,2025,4,10
Earth,"Aizveju Street 6, Garciems, Carnikavas parish, Ādaži county.",2025-10-10,"1,495","1,495","1,495",,"50,000",33,33.44,-,For private homes,,1/1,Pierīga,Pierīga,Carnikava,2025,4,10
Earth,"Stirnu Street 14, Riga",2025-10-10,51,"3,903",51,,"2,500",49,49.39,-,For apartment buildings,,1915/147668,Rīga,Rīga,Riga,2025,4,10
Earth,"Salaspils parish, Salaspils district",2025-10-10,205,"6,000",205,,"8,000",39,39.08,-,For traffic infrastructure,,1303/38189,Pierīga,Pierīga,Salaspils,2025,4,10
Earth,"Ranka 62, Ogresgals, Ogresgalas parish, Ogres county",2025-10-10,391,391,391,,2 200,6,5.63,-,For private homes,,1/1,Pierīga,Pierīga,Ogre,2025,4,10
Earth,"Bullu Street 33 k-3, Riga",2025-10-10,54,"2,074",54,,"3,000",55,55.15,-,For apartment buildings,,8/305,Rīga,Rīga,Riga,2025,4,10
Earth,"Vizlas Street 4, Riga",2025-10-10,31,"7,244",31,,"1,000",32,31.84,-,For apartment buildings,,271/62500,Rīga,Rīga,Riga,2025,4,10
Earth,"Blazmas Street 32, Daugavpils",2025-10-09,5 277,5 277,5 277,,"3,000",1,0.57,-,"For nature, recreation",,1/1,Latgale,Latgale,Daugavpils,2025,4,10
Earth,"Thirty-fourth Street 35, Šķēde, Medzes parish, South Kurzeme county.",2025-10-09,609,609,609,,"4,000",7,6.57,-,For private homes,,1/1,Unknown,Unknown,Unknown,2025,4,10
Earth,Riga,2025-10-09,34,"1,678",34,,"1,000",29,29.45,-,For apartment buildings,,301/14874,Rīga,Rīga,Riga,2025,4,10
Earth,"Vairogu Street 13, Valmiera, Valmiera district.",2025-10-09,"1,904","1,904","1,904",,"30,000",16,15.76,-,For private homes,,1/1,Vidzeme,Vidzeme,Valmiera,2025,4,10
Earth,"Ogu Street 97, Egļupe, Allažu parish, Sigulda county",2025-10-09,691,691,691,,"9,000",13,13.02,-,For private homes,,1/1,Pierīga,Pierīga,Sigulda,2025,4,10
Earth,"Kruminsalas Street 7, Riga",2025-10-09,443,443,443,,"7,562",17,17.07,-,For apartment buildings,,1/1,Rīga,Rīga,Riga,2025,4,10
Earth,"Lazdu Street 37A, Riga",2025-10-09,39,"1,419",39,,"1,000",26,25.76,-,For traffic infrastructure,,314/11477,Rīga,Rīga,Riga,2025,4,10
Earth,"Lazdu Street 37A, Riga",2025-10-09,38,"1,419",38,,"1,000",26,26.09,-,For traffic infrastructure,,310/11477,Rīga,Rīga,Riga,2025,4,10
Earth,"Vizlas Street 4, Riga",2025-10-09,31,"7,243",31,,"3,000",96,95.63,-,For apartment buildings,,4331/1000000,Rīga,Rīga,Riga,2025,4,10
Earth,"Pečorites Street 12, Riga",2025-10-09,975,975,975,,"34,500",35,35.38,-,For private homes,,1/1,Rīga,Rīga,Riga,2025,4,10
Earth,"2nd line 8I, Jelgava",2025-10-09,"1,540","1,540","1,540",,"45,000",29,29.22,-,For private homes,,1/1,Zemgale,Zemgale,Jelgava,2025,4,10
Earth,"Krasta Street 6, Ventspils",2025-10-08,1 116,1 116,1 116,,"5,000",4,4.48,-,For private homes,,1/1,Kurzeme,Kurzeme,Ventspils,2025,4,10
Earth,"Anniņmuižas Boulevard 38, Riga",2025-10-08,25,"22,537",25,,"1,000",40,39.51,-,For apartment buildings,,38/33837,Rīga,Rīga,Riga,2025,4,10
Earth,"Kruzes Street 3, Riga",2025-10-08,2 175,2 175,2 175,,"169,000",78,77.7,-,For production,,1/1,Rīga,Rīga,Riga,2025,4,10
Earth,Riga,2025-10-08,"1,346","1,346","1,346",,"24,800",18,18.42,-,For apartment buildings,,1/1,Rīga,Rīga,Riga,2025,4,10
Earth,Riga,2025-10-08,68,68,68,,"5,440",80,80.0,-,For production,,1/1,Rīga,Rīga,Riga,2025,4,10
Earth,"Pūces Street 43, Riga",2025-10-08,34,"23,938",34,,"1,200",35,35.26,-,For apartment buildings,,554/389705,Rīga,Rīga,Riga,2025,4,10
Earth,"Venges, Sunīši, Krimulda parish, Sigulda county",2025-10-08,"12,900","12,900","12,900",,"14,000",1,1.09,"10,853",For agriculture,,1/1,Pierīga,Pierīga,Sigulda,2025,4,10
Earth,Riga,2025-10-07,"2,900","2,900","2,900",,"15,000",5,5.17,-,For private homes,,1/1,Rīga,Rīga,Riga,2025,4,10
Earth,"Mednieku Street 13, Lielvārde, Ogres County.",2025-10-07,"5,000","5,000","5,000",,"26,000",5,5.2,-,For private homes,,1/1,Pierīga,Pierīga,Ogre,2025,4,10
Earth,"Līvas Street 3, Ozolnieki, Ozolnieki parish, Jelgava county.",2025-10-07,979,979,979,,"85,000",87,86.82,-,For private homes,,1/1,Zemgale,Zemgale,Jelgava,2025,4,10
Earth,"Edole parish, Kuldiga district",2025-10-07,"4,674","4,674","4,674",,"4,400",1,0.94,-,"For nature, recreation",,1/1,Kurzeme,Kurzeme,Kuldiga,2025,4,10
Earth,"Kaunatas Street 1A, Rezekne",2025-10-07,373,373,373,,3 100,8,8.31,-,For traffic infrastructure,,1/1,Latgale,Latgale,Rezekne,2025,4,10
Earth,"Pūces Street 43, Riga",2025-10-07,60,"23,942",60,,"4,000",66,66.3,-,For apartment buildings,,982/389705,Rīga,Rīga,Riga,2025,4,10
Earth,"Salgale parish, Jelgava district",2025-10-07,"20,570","20,570","20,570",,"12,000",1,0.58,"5,834",For agriculture,,1/1,Zemgale,Zemgale,Jelgava,2025,4,10
Earth,"Valmiera parish, Valmiera district",2025-10-06,"2,931","2,931","2,931",,"10,000",3,3.41,-,For private homes,,1/1,Vidzeme,Vidzeme,Valmiera,2025,4,10
Earth,"Franča Trasuna Street 8, Riga",2025-10-06,43,"3,868",43,,"1,500",35,35.09,-,For apartment buildings,,344/31127,Rīga,Rīga,Riga,2025,4,10
Earth,"71 Ūnijas Street, Riga",2025-10-06,18,"5,668",18,,"1,423",78,78.44,-,For apartment buildings,,52/16247,Rīga,Rīga,Riga,2025,4,10
Earth,"Gaujas Street 5B, Smiltene, Smiltene district.",2025-10-06,916,916,916,,"7,000",8,7.64,-,For private homes,,1/1,Vidzeme,Vidzeme,Smiltene,2025,4,10
Earth,"Jelgava Street 63, Riga",2025-10-06,91,"8,787",91,,"5,000",55,55.12,-,For apartment buildings,,16845/1631716,Rīga,Rīga,Riga,2025,4,10
Earth,"Ērgļi parish, Madonas district",2025-10-05,"4,501","4,501","4,501",,"4,501",1,1.0,-,For private homes,,1/1,Vidzeme,Vidzeme,Madona,2025,4,10
Earth,"Terauda Street 10, Ventspils",2025-10-03,2 177,2 177,2 177,,"15,000",7,6.89,-,For private homes,,1/1,Kurzeme,Kurzeme,Ventspils,2025,4,10
Earth,"Jaunciema gatve 19A, Riga",2025-10-03,705,"16,427",705,,"9,700",14,13.76,-,For public facilities,,705/16427,Rīga,Rīga,Riga,2025,4,10
Earth,"Ďaudona parish, Madona district",2025-10-03,"77,400","77,400","77,400",,"1,400",0,0.02,181,Forest,,1/1,Vidzeme,Vidzeme,Madona,2025,4,10
Earth,"8 Abeļu Street, Grobiņa, South Kurzeme County.",2025-10-03,"1,411","1,411","1,411",,"30,000",21,21.26,-,For private homes,,1/1,Kurzeme,Kurzeme,Grobiņa,2025,4,10
Earth,"Pelču parish, Kuldīgas district",2025-10-02,"23,500","23,500","23,500",,"10,000",0,0.43,4 255,For agriculture,,1/1,Kurzeme,Kurzeme,Kuldīga,2025,4,10
Earth,"1. Ceriņu Street 15, Ječi, Dunikas parish, South Kurzeme county.",2025-10-02,"1,087","1,087","1,087",,"2,600",2,2.39,-,For private homes,,1/1,Unknown,Unknown,Unknown,2025,4,10
Earth,"435 Brivibas Street, Riga",2025-10-02,"23,189","23,189","23,189",,"919,600",40,39.66,"396,567",For apartment buildings,,1/1,Rīga,Rīga,Riga,2025,4,10
Earth,"Liezēres parish, Madonas district",2025-10-02,"484,000","484,000","484,000",,"223,311",0,0.46,"4,614",For agriculture,,1/1,Vidzeme,Vidzeme,Madona,2025,4,10
Earth,"31 Lilac Avenue, Kuldiga, Kuldiga district.",2025-10-01,632,632,632,,"6,700",11,10.6,-,For private homes,,1/1,Kurzeme,Kurzeme,Kuldiga,2025,4,10
Earth,"Cīrulīšu alley 26, Kuldiga, Kuldiga district.",2025-10-01,591,591,591,,"5,900",10,9.98,-,For private homes,,1/1,Kurzeme,Kurzeme,Kuldiga,2025,4,10
Earth,"Beikas Street 6, Salaspils, Salaspils district.",2025-10-01,"1,229","1,229","1,229",,"4,978",4,4.05,-,For private homes,,1/1,Pierīga,Pierīga,Salaspils,2025,4,10
Earth,"Bērzu Street 1, Kuldīga, Kuldīgas district.",2025-10-01,"1,960","1,960","1,960",,"13,400",7,6.84,-,For private homes,,1/1,Kurzeme,Kurzeme,Kuldīga,2025,4,10
Earth,"Lauku Street 1A, Kuldiga, Kuldiga district.",2025-10-01,"1,061","1,061","1,061",,"9,300",9,8.77,-,For private homes,,1/1,Kurzeme,Kurzeme,Kuldiga,2025,4,10
